id,student_id,topic_id,event_type,duration,timestamp
50,3,5,complete_lesson,180,2026-01-16 22:01:00
51,3,6,search_topic,498,2026-01-18 15:40:00
52,3,7,search_topic,232,2026-01-18 22:30:00
53,3,8,search_topic,157,2026-01-20 14:42:00
54,3,9,view_resource,315,2026-01-21 11:41:00
55,3,10,complete_lesson,484,2026-01-22 16:26:00
56,3,10,view_resource,472,2026-01-24 00:18:00
57,3,10,complete_lesson,559,2026-01-24 21:30:00
58,3,11,search_topic,426,2026-01-25 06:46:00
59,3,11,view_resource,566,2026-01-26 20:33:00
60,3,11,search_topic,193,2026-01-27 20:14:00
61,3,12,complete_lesson,76,2026-01-28 03:43:00
62,3,12,complete_lesson,267,2026-01-28 17:06:00
63,3,12,complete_lesson,155,2026-01-29 05:09:00
64,3,13,complete_lesson,372,2026-01-31 03:04:00
65,3,14,complete_lesson,139,2026-01-31 12:42:00
66,3,14,view_resource,68,2026-02-02 05:06:00
67,3,14,complete_lesson,195,2026-02-03 06:20:00
68,3,15,complete_lesson,200,2026-02-03 16:26:00
69,3,16,search_topic,68,2026-02-05 13:11:00
70,3,17,complete_lesson,513,2026-02-06 06:37:00
71,3,17,view_resource,453,2026-02-06 15:28:00
72,3,17,complete_lesson,146,2026-02-07 22:35:00
73,3,18,search_topic,368,2026-02-08 20:37:00
74,3,18,complete_lesson,362,2026-02-10 09:09:00
75,3,18,view_resource,566,2026-02-10 16:26:00
76,3,19,complete_lesson,384,2026-02-12 05:42:00
77,3,20,complete_lesson,134,2026-02-13 08:49:00
78,3,20,view_resource,121,2026-02-15 01:00:00
79,4,1,complete_lesson,144,2026-01-23 11:10:00
80,4,2,view_resource,219,2026-01-24 08:16:00
81,4,3,complete_lesson,304,2026-01-26 07:47:00
82,4,3,complete_lesson,116,2026-01-27 02:31:00
83,4,3,view_resource,72,2026-01-29 00:05:00
84,4,4,search_topic,325,2026-01-30 02:40:00
85,4,5,complete_lesson,338,2026-01-30 13:17:00
86,4,5,search_topic,138,2026-01-30 21:19:00
87,4,6,view_resource,321,2026-02-01 08:01:00
88,4,7,view_resource,310,2026-02-02 02:48:00
89,4,8,view_resource,489,2026-02-02 15:36:00
90,4,9,view_resource,574,2026-02-03 12:07:00
91,4,9,view_resource,470,2026-02-03 19:46:00
92,4,10,complete_lesson,265,2026-02-04 19:32:00
93,4,10,view_resource,535,2026-02-06 11:27:00
94,4,11,view_resource,214,2026-02-07 03:50:00
95,4,12,view_resource,403,2026-02-08 17:50:00
96,4,13,view_resource,489,2026-02-09 16:19:00
97,4,14,search_topic,482,2026-02-10 13:06:00
98,5,1,complete_lesson,136,2026-01-28 16:13:00
99,5,2,complete_lesson,462,2026-01-29 04:06:00
100,5,3,view_resource,199,2026-01-30 12:01:00
101,5,4,complete_lesson,183,2026-01-30 22:16:00
102,5,5,view_resource,221,2026-01-31 21:07:00
103,5,5,view_resource,280,2026-02-01 20:30:00
104,5,6,view_resource,91,2026-02-03 08:25:00
105,5,6,view_resource,533,2026-02-04 16:44:00
106,5,7,view_resource,193,2026-02-04 20:38:00
107,5,8,search_topic,325,2026-02-06 16:46:00
108,5,9,complete_lesson,185,2026-02-08 13:48:00
109,5,10,complete_lesson,90,2026-02-10 05:26:00
110,5,11,complete_lesson,212,2026-02-10 22:48:00
111,5,12,search_topic,550,2026-02-12 19:47:00
112,5,13,view_resource,79,2026-02-13 11:26:00
113,5,14,search_topic,574,2026-02-15 01:30:00
114,5,15,complete_lesson,119,2026-02-16 01:20:00
115,5,16,complete_lesson,117,2026-02-16 15:02:00
116,5,17,view_resource,240,2026-02-17 19:35:00
117,6,1,view_resource,252,2026-01-11 23:19:00
118,6,2,view_resource,80,2026-01-12 05:17:00
119,6,3,search_topic,241,2026-01-14 00:30:00
120,6,4,complete_lesson,134,2026-01-14 13:27:00
121,6,5,view_resource,507,2026-01-14 23:00:00
122,6,5,view_resource,425,2026-01-16 19:36:00
123,6,5,complete_lesson,361,2026-01-18 17:42:00
124,6,6,search_topic,93,2026-01-19 22:39:00
125,6,6,search_topic,286,2026-01-21 16:10:00
126,6,6,complete_lesson,139,2026-01-23 08:35:00
127,6,7,search_topic,403,2026-01-23 17:22:00
128,6,8,search_topic,61,2026-01-24 01:47:00
129,6,9,search_topic,444,2026-01-25 07:44:00
130,6,10,complete_lesson,135,2026-01-27 04:48:00
131,6,10,view_resource,135,2026-01-28 02:29:00
132,6,10,view_resource,155,2026-01-28 16:29:00
133,6,11,search_topic,228,2026-01-30 02:12:00
134,6,12,complete_lesson,331,2026-01-30 12:08:00
135,6,13,view_resource,115,2026-01-31 17:27:00
136,6,14,view_resource,86,2026-02-02 15:37:00
137,6,15,complete_lesson,331,2026-02-03 02:45:00
138,6,15,complete_lesson,438,2026-02-04 23:39:00
139,7,1,view_resource,214,2026-01-14 19:02:00
140,7,2,search_topic,292,2026-01-16 17:15:00
141,7,3,search_topic,301,2026-01-18 07:20:00
142,7,3,search_topic,95,2026-01-19 06:18:00
143,7,4,view_resource,519,2026-01-20 22:39:00
144,7,5,complete_lesson,140,2026-01-21 15:07:00
145,7,6,search_topic,128,2026-01-22 04:45:00
146,7,6,complete_lesson,592,2026-01-23 08:21:00
147,7,6,search_topic,489,2026-01-23 12:43:00
148,7,7,view_resource,168,2026-01-25 05:14:00
149,7,8,search_topic,557,2026-01-26 07:14:00
150,7,8,complete_lesson,207,2026-01-28 01:11:00
151,7,8,complete_lesson,399,2026-01-29 19:06:00
152,7,9,complete_lesson,347,2026-01-30 00:19:00
153,7,9,view_resource,197,2026-02-01 00:31:00
154,7,10,search_topic,151,2026-02-02 00:38:00
155,7,11,view_resource,587,2026-02-03 11:00:00
156,7,11,complete_lesson,198,2026-02-04 01:01:00
157,7,12,view_resource,315,2026-02-04 16:48:00
158,7,13,search_topic,466,2026-02-05 08:10:00
159,7,13,complete_lesson,516,2026-02-05 19:39:00
160,7,13,view_resource,324,2026-02-07 05:03:00
161,7,14,search_topic,279,2026-02-07 10:36:00
162,8,1,search_topic,69,2026-01-28 20:20:00
163,8,2,complete_lesson,341,2026-01-29 00:23:00
164,8,2,view_resource,537,2026-01-30 04:31:00
165,8,2,search_topic,164,2026-02-01 03:50:00
166,8,3,complete_lesson,170,2026-02-02 18:20:00
167,8,3,complete_lesson,343,2026-02-03 02:34:00
168,8,4,view_resource,118,2026-02-04 01:12:00
169,8,4,search_topic,86,2026-02-05 06:09:00
170,8,4,complete_lesson,474,2026-02-06 17:26:00
171,8,5,search_topic,547,2026-02-07 09:08:00
172,8,5,search_topic,245,2026-02-08 11:32:00
173,8,5,search_topic,247,2026-02-08 21:07:00
174,8,6,complete_lesson,399,2026-02-09 23:27:00
175,8,7,search_topic,132,2026-02-11 09:20:00
176,8,8,view_resource,200,2026-02-12 13:38:00
177,8,8,complete_lesson,206,2026-02-13 14:30:00
178,8,8,search_topic,241,2026-02-14 05:30:00
179,8,9,search_topic,222,2026-02-15 02:19:00
180,8,10,complete_lesson,548,2026-02-16 21:26:00
181,8,11,search_topic,255,2026-02-18 00:49:00
182,8,12,view_resource,165,2026-02-18 18:26:00
183,8,13,search_topic,592,2026-02-19 00:12:00
184,8,14,complete_lesson,252,2026-02-19 12:40:00
185,8,14,view_resource,276,2026-02-20 17:04:00
186,8,14,complete_lesson,98,2026-02-20 22:26:00
187,8,15,view_resource,170,2026-02-22 12:09:00
188,8,16,search_topic,318,2026-02-22 23:20:00
189,8,17,view_resource,592,2026-02-24 19:33:00
190,8,17,view_resource,583,2026-02-26 14:04:00
191,8,17,view_resource,569,2026-02-28 09:38:00
192,8,18,view_resource,100,2026-03-01 01:15:00
193,8,18,complete_lesson,398,2026-03-02 12:35:00
194,8,18,view_resource,565,2026-03-02 16:41:00
195,8,19,complete_lesson,363,2026-03-03 02:34:00
196,8,20,complete_lesson,380,2026-03-03 17:23:00
197,9,1,view_resource,396,2026-01-14 03:28:00
198,9,2,view_resource,470,2026-01-14 12:25:00
199,9,2,complete_lesson,491,2026-01-15 21:09:00
200,9,3,view_resource,166,2026-01-16 09:24:00
201,9,4,complete_lesson,89,2026-01-18 08:07:00
202,9,4,complete_lesson,511,2026-01-18 20:48:00
203,9,4,search_topic,597,2026-01-19 04:01:00
204,9,5,search_topic,157,2026-01-21 02:23:00
205,9,6,view_resource,115,2026-01-22 04:50:00
206,9,7,view_resource,563,2026-01-23 14:30:00
207,9,8,view_resource,140,2026-01-24 08:21:00
208,9,9,complete_lesson,78,2026-01-25 19:44:00
209,9,10,search_topic,371,2026-01-27 10:18:00
210,9,11,view_resource,288,2026-01-28 19:21:00
211,10,1,search_topic,287,2026-01-30 02:50:00
212,10,1,complete_lesson,594,2026-01-31 03:27:00
213,10,1,complete_lesson,203,2026-02-02 03:05:00
214,10,2,complete_lesson,280,2026-02-02 23:21:00
215,10,3,search_topic,186,2026-02-03 09:01:00
216,10,3,search_topic,197,2026-02-04 17:19:00
217,10,4,view_resource,237,2026-02-06 10:04:00
218,10,4,search_topic,389,2026-02-06 22:18:00
219,10,5,complete_lesson,361,2026-02-08 22:22:00
220,10,5,search_topic,584,2026-02-09 10:31:00
221,10,5,search_topic,282,2026-02-11 10:38:00
222,10,6,view_resource,575,2026-02-11 22:16:00
223,10,6,complete_lesson,551,2026-02-13 22:13:00
224,10,6,search_topic,352,2026-02-15 14:23:00
225,10,7,view_resource,333,2026-02-16 18:02:00
226,10,8,complete_lesson,268,2026-02-17 14:02:00
227,10,8,view_resource,289,2026-02-19 04:03:00
228,10,8,search_topic,354,2026-02-21 01:06:00
229,10,9,complete_lesson,115,2026-02-22 07:50:00
230,10,9,complete_lesson,290,2026-02-23 03:10:00
231,10,10,search_topic,258,2026-02-24 17:32:00
232,10,10,view_resource,237,2026-02-26 01:03:00
233,10,10,complete_lesson,330,2026-02-27 13:42:00
234,10,11,view_resource,390,2026-02-28 22:12:00
235,10,12,view_resource,385,2026-03-02 09:17:00
236,10,12,search_topic,223,2026-03-03 03:24:00
237,10,13,complete_lesson,429,2026-03-03 21:32:00
238,10,13,complete_lesson,69,2026-03-04 14:43:00
239,10,14,view_resource,388,2026-03-06 09:26:00
240,10,14,complete_lesson,85,2026-03-06 20:17:00
241,10,14,complete_lesson,104,2026-03-07 23:32:00
242,10,15,search_topic,67,2026-03-08 08:10:00
243,10,15,view_resource,494,2026-03-08 16:44:00
244,10,15,search_topic,505,2026-03-09 09:09:00
245,10,16,complete_lesson,98,2026-03-11 08:45:00
246,10,17,complete_lesson,477,2026-03-11 16:26:00
247,10,17,view_resource,458,2026-03-13 00:07:00
248,10,17,search_topic,124,2026-03-13 11:02:00
249,10,18,complete_lesson,368,2026-03-13 19:12:00
250,10,19,view_resource,460,2026-03-14 00:00:00
251,10,19,complete_lesson,442,2026-03-15 14:50:00
252,10,19,view_resource,65,2026-03-17 05:14:00
253,11,1,search_topic,412,2026-01-23 08:37:00
254,11,2,search_topic,318,2026-01-24 20:38:00
255,11,3,search_topic,128,2026-01-26 05:34:00
256,11,3,complete_lesson,425,2026-01-26 15:42:00
257,11,3,search_topic,131,2026-01-28 13:38:00
258,11,4,search_topic,433,2026-01-30 11:30:00
259,11,5,search_topic,506,2026-01-31 11:33:00
260,11,6,complete_lesson,372,2026-02-01 12:19:00
261,11,7,view_resource,261,2026-02-03 06:34:00
262,11,8,search_topic,91,2026-02-03 14:13:00
263,11,9,search_topic,543,2026-02-03 20:09:00
264,11,10,complete_lesson,197,2026-02-04 14:21:00
265,11,11,search_topic,229,2026-02-05 17:02:00
266,11,12,view_resource,555,2026-02-06 08:28:00
267,11,13,view_resource,590,2026-02-07 04:00:00
268,11,14,search_topic,391,2026-02-08 13:44:00
269,11,15,search_topic,238,2026-02-09 10:26:00
270,11,16,complete_lesson,445,2026-02-11 07:36:00
271,11,17,search_topic,66,2026-02-12 09:18:00
272,11,18,view_resource,213,2026-02-13 03:39:00
273,12,1,complete_lesson,550,2026-01-30 00:37:00
274,12,1,view_resource,309,2026-01-31 17:48:00
275,12,2,view_resource,117,2026-02-02 13:40:00
276,12,3,search_topic,350,2026-02-04 07:45:00
277,12,3,complete_lesson,234,2026-02-05 00:36:00
278,12,4,view_resource,410,2026-02-05 15:21:00
279,12,4,complete_lesson,195,2026-02-07 09:44:00
280,12,4,search_topic,489,2026-02-07 14:41:00
281,12,5,search_topic,575,2026-02-09 09:02:00
282,12,6,search_topic,501,2026-02-10 23:17:00
283,12,6,search_topic,499,2026-02-12 05:36:00
284,12,6,search_topic,160,2026-02-13 15:23:00
285,12,7,complete_lesson,253,2026-02-14 13:50:00
286,12,8,search_topic,270,2026-02-16 02:06:00
287,12,8,complete_lesson,319,2026-02-17 02:34:00
288,12,8,complete_lesson,466,2026-02-18 16:02:00
289,12,9,complete_lesson,374,2026-02-19 07:14:00
290,12,9,view_resource,181,2026-02-20 09:03:00
291,12,10,search_topic,113,2026-02-21 21:40:00
292,12,11,view_resource,125,2026-02-22 10:34:00
293,13,1,search_topic,593,2026-01-29 03:32:00
294,13,2,search_topic,590,2026-01-30 23:32:00
295,13,3,complete_lesson,304,2026-01-31 17:09:00
296,13,3,complete_lesson,469,2026-01-31 21:28:00
297,13,3,search_topic,75,2026-02-02 19:03:00
298,13,4,search_topic,416,2026-02-03 17:28:00
299,13,4,complete_lesson,473,2026-02-04 14:14:00
300,13,4,view_resource,134,2026-02-04 18:18:00
301,13,5,search_topic,513,2026-02-06 08:26:00
302,13,5,complete_lesson,529,2026-02-08 00:07:00
303,13,6,search_topic,285,2026-02-09 10:07:00
304,13,7,complete_lesson,314,2026-02-10 12:32:00
305,13,7,complete_lesson,137,2026-02-10 21:15:00
306,13,8,search_topic,254,2026-02-11 14:19:00
307,13,8,complete_lesson,271,2026-02-12 06:36:00
308,13,9,view_resource,564,2026-02-12 19:11:00
309,13,9,view_resource,553,2026-02-12 23:27:00
310,13,10,search_topic,346,2026-02-13 20:25:00
311,13,10,search_topic,493,2026-02-14 14:20:00
312,13,10,search_topic,238,2026-02-16 04:21:00
313,13,11,view_resource,448,2026-02-17 04:13:00
314,13,11,complete_lesson,251,2026-02-17 14:15:00
315,13,12,view_resource,489,2026-02-18 15:06:00
316,13,12,complete_lesson,244,2026-02-19 18:14:00
317,13,12,view_resource,336,2026-02-20 06:35:00
318,13,13,complete_lesson,69,2026-02-20 19:39:00
319,13,14,complete_lesson,367,2026-02-22 15:34:00
320,13,15,complete_lesson,547,2026-02-23 01:10:00
321,13,15,complete_lesson,428,2026-02-23 11:15:00
322,13,16,search_topic,263,2026-02-23 16:14:00
323,13,16,complete_lesson,423,2026-02-25 08:30:00
324,13,17,complete_lesson,534,2026-02-26 16:10:00
325,13,17,complete_lesson,491,2026-02-27 05:10:00
326,13,17,view_resource,141,2026-03-01 00:40:00
327,13,18,complete_lesson,431,2026-03-01 21:03:00
328,13,18,view_resource,248,2026-03-03 14:49:00
329,13,19,complete_lesson,165,2026-03-05 14:44:00
330,13,19,view_resource,86,2026-03-05 22:01:00
331,13,19,view_resource,328,2026-03-07 03:11:00
332,14,1,search_topic,234,2026-01-23 21:49:00
333,14,2,search_topic,338,2026-01-24 21:15:00
334,14,3,search_topic,505,2026-01-26 11:17:00
335,14,3,complete_lesson,553,2026-01-28 07:16:00
336,14,3,complete_lesson,482,2026-01-29 01:34:00
337,14,4,view_resource,563,2026-01-29 13:02:00
338,14,5,view_resource,442,2026-01-30 20:38:00
339,14,6,search_topic,459,2026-02-01 01:26:00
340,14,7,search_topic,338,2026-02-01 20:32:00
341,14,8,view_resource,199,2026-02-02 17:32:00
342,14,9,complete_lesson,79,2026-02-03 14:41:00
343,14,10,complete_lesson,68,2026-02-04 00:36:00
344,14,11,complete_lesson,440,2026-02-05 01:21:00
345,14,12,view_resource,332,2026-02-05 10:01:00
346,14,13,complete_lesson,72,2026-02-06 01:43:00
347,14,14,view_resource,531,2026-02-07 09:03:00
348,14,14,complete_lesson,458,2026-02-07 19:07:00
349,15,1,view_resource,319,2026-01-19 05:20:00
350,15,2,view_resource,301,2026-01-19 12:10:00
351,15,3,view_resource,69,2026-01-20 09:48:00
352,15,4,view_resource,314,2026-01-22 09:40:00
353,15,5,view_resource,169,2026-01-24 05:42:00
354,15,5,search_topic,415,2026-01-25 16:22:00
355,15,6,view_resource,556,2026-01-26 20:05:00
356,15,7,search_topic,416,2026-01-28 20:30:00
357,15,8,view_resource,218,2026-01-30 14:22:00
358,15,9,complete_lesson,249,2026-01-31 23:49:00
359,15,10,search_topic,456,2026-02-02 18:38:00
360,15,11,complete_lesson,389,2026-02-04 09:43:00
361,15,12,view_resource,557,2026-02-04 21:38:00
362,15,13,search_topic,322,2026-02-06 01:47:00
363,15,14,search_topic,563,2026-02-06 09:45:00
364,15,15,complete_lesson,437,2026-02-07 12:00:00
365,16,1,view_resource,281,2026-01-31 05:17:00
366,16,2,search_topic,243,2026-01-31 21:15:00
367,16,3,search_topic,529,2026-02-01 07:06:00
368,16,4,search_topic,221,2026-02-01 22:16:00
369,16,5,complete_lesson,440,2026-02-03 00:24:00
370,16,6,view_resource,444,2026-02-04 00:01:00
371,16,7,complete_lesson,60,2026-02-05 03:04:00
372,16,8,view_resource,367,2026-02-06 16:36:00
373,16,9,search_topic,218,2026-02-08 16:44:00
374,16,10,view_resource,322,2026-02-09 12:31:00
375,16,11,complete_lesson,237,2026-02-10 05:19:00
376,16,12,search_topic,367,2026-02-11 21:48:00
377,16,13,complete_lesson,416,2026-02-12 06:23:00
378,16,14,search_topic,451,2026-02-14 03:47:00
379,16,15,view_resource,216,2026-02-15 19:47:00
380,16,16,complete_lesson,356,2026-02-17 13:00:00
381,16,16,complete_lesson,110,2026-02-18 18:15:00
382,16,17,view_resource,552,2026-02-20 06:15:00
383,16,18,view_resource,308,2026-02-21 21:46:00
384,16,19,complete_lesson,434,2026-02-23 13:28:00
385,17,1,complete_lesson,209,2026-01-03 22:22:00
386,17,2,view_resource,175,2026-01-05 01:03:00
387,17,3,complete_lesson,520,2026-01-05 05:20:00
388,17,3,view_resource,268,2026-01-05 10:16:00
389,17,4,search_topic,78,2026-01-06 20:26:00
390,17,5,search_topic,337,2026-01-07 16:47:00
391,17,6,search_topic,428,2026-01-08 20:44:00
392,17,7,complete_lesson,556,2026-01-10 00:12:00
393,17,8,search_topic,82,2026-01-11 12:48:00
394,17,9,complete_lesson,420,2026-01-12 23:28:00
395,17,10,complete_lesson,456,2026-01-14 11:49:00
396,17,11,view_resource,149,2026-01-15 00:04:00
397,17,12,search_topic,216,2026-01-16 20:23:00
398,17,12,search_topic,194,2026-01-17 19:37:00
399,17,12,view_resource,201,2026-01-19 16:31:00
400,17,13,view_resource,221,2026-01-20 23:30:00
401,17,14,search_topic,90,2026-01-21 14:02:00
402,17,15,search_topic,340,2026-01-22 22:41:00
403,17,15,search_topic,333,2026-01-23 14:12:00
404,17,16,view_resource,548,2026-01-24 08:42:00
405,17,17,complete_lesson,545,2026-01-26 05:42:00
406,17,17,view_resource,336,2026-01-26 19:24:00
407,17,17,view_resource,127,2026-01-27 13:39:00
408,17,18,view_resource,497,2026-01-29 00:25:00
409,17,18,search_topic,380,2026-01-29 06:25:00
410,17,18,search_topic,597,2026-01-31 01:09:00
411,17,19,view_resource,311,2026-01-31 11:17:00
412,17,19,search_topic,456,2026-02-02 01:17:00
413,17,19,complete_lesson,467,2026-02-03 21:31:00
414,18,1,search_topic,589,2026-02-01 06:41:00
415,18,2,search_topic,198,2026-02-01 15:25:00
416,18,3,view_resource,525,2026-02-02 06:45:00
417,18,4,complete_lesson,147,2026-02-02 15:17:00
418,18,5,complete_lesson,104,2026-02-04 10:01:00
419,18,5,search_topic,213,2026-02-05 00:40:00
420,18,5,complete_lesson,375,2026-02-05 13:31:00
421,18,6,view_resource,63,2026-02-07 09:11:00
422,18,6,complete_lesson,65,2026-02-08 05:12:00
423,18,7,complete_lesson,141,2026-02-09 22:12:00
424,18,8,view_resource,110,2026-02-11 13:39:00
425,18,9,complete_lesson,399,2026-02-11 19:45:00
426,18,10,search_topic,241,2026-02-13 18:21:00
427,18,11,complete_lesson,448,2026-02-14 00:46:00
428,18,12,complete_lesson,397,2026-02-14 22:17:00
429,18,13,search_topic,149,2026-02-15 15:20:00
430,18,14,complete_lesson,598,2026-02-16 13:14:00
431,18,14,search_topic,568,2026-02-18 08:17:00
432,18,14,search_topic,298,2026-02-20 04:05:00
433,19,1,view_resource,484,2026-01-31 08:24:00
434,19,2,search_topic,348,2026-02-02 04:34:00
435,19,3,view_resource,401,2026-02-03 16:29:00
436,19,4,complete_lesson,550,2026-02-03 21:20:00
437,19,5,search_topic,403,2026-02-04 10:21:00
438,19,5,search_topic,366,2026-02-05 16:14:00
439,19,6,complete_lesson,422,2026-02-07 06:46:00
440,19,7,search_topic,229,2026-02-07 11:14:00
441,19,8,search_topic,382,2026-02-07 22:05:00
442,19,9,complete_lesson,281,2026-02-08 17:17:00
443,19,10,complete_lesson,578,2026-02-08 23:49:00
444,20,1,search_topic,377,2026-01-26 00:01:00
445,20,2,view_resource,530,2026-01-27 23:26:00
446,20,2,view_resource,149,2026-01-29 12:29:00
447,20,2,search_topic,379,2026-01-30 21:49:00
448,20,3,complete_lesson,386,2026-01-31 14:01:00
449,20,4,search_topic,586,2026-02-01 03:44:00
450,20,5,search_topic,310,2026-02-01 16:40:00
451,20,5,search_topic,514,2026-02-02 00:47:00
452,20,6,complete_lesson,243,2026-02-02 10:05:00
453,20,7,complete_lesson,400,2026-02-04 10:38:00
454,20,8,complete_lesson,194,2026-02-04 19:45:00
455,20,8,search_topic,536,2026-02-06 19:20:00
456,20,8,search_topic,324,2026-02-07 13:27:00
457,20,9,complete_lesson,559,2026-02-08 14:49:00
458,20,9,complete_lesson,234,2026-02-08 22:32:00
459,20,9,view_resource,475,2026-02-10 00:05:00
460,20,10,complete_lesson,470,2026-02-11 21:13:00
461,20,11,view_resource,408,2026-02-13 12:37:00
462,20,12,view_resource,237,2026-02-15 04:08:00
463,20,12,search_topic,558,2026-02-17 02:43:00
464,20,13,complete_lesson,475,2026-02-18 17:46:00
465,20,14,view_resource,152,2026-02-19 21:37:00
466,20,14,search_topic,60,2026-02-20 09:02:00
467,20,14,complete_lesson,459,2026-02-20 22:11:00
468,20,15,search_topic,371,2026-02-22 21:23:00
469,20,16,complete_lesson,190,2026-02-24 14:32:00
470,20,17,complete_lesson,91,2026-02-26 05:35:00
471,20,18,complete_lesson,276,2026-02-27 05:08:00
472,20,18,complete_lesson,428,2026-02-27 20:24:00
473,20,18,view_resource,197,2026-02-28 09:50:00
474,21,1,view_resource,146,2026-01-10 10:42:00
475,21,2,complete_lesson,244,2026-01-11 19:21:00
476,21,3,complete_lesson,67,2026-01-13 03:14:00
477,21,4,search_topic,435,2026-01-14 15:48:00
478,21,4,view_resource,553,2026-01-14 21:06:00
479,21,4,complete_lesson,536,2026-01-15 06:17:00
480,21,5,search_topic,139,2026-01-16 16:07:00
481,21,6,view_resource,540,2026-01-18 11:21:00
482,21,6,complete_lesson,491,2026-01-19 23:28:00
483,21,7,search_topic,371,2026-01-20 13:04:00
484,21,7,search_topic,233,2026-01-22 05:14:00
485,21,8,search_topic,138,2026-01-22 10:00:00
486,21,8,complete_lesson,323,2026-01-23 07:50:00
487,21,8,search_topic,214,2026-01-23 18:08:00
488,21,9,search_topic,93,2026-01-25 18:29:00
489,21,9,view_resource,567,2026-01-26 03:02:00
490,21,10,view_resource,413,2026-01-28 01:47:00
491,21,11,complete_lesson,547,2026-01-28 08:03:00
492,21,12,complete_lesson,208,2026-01-29 12:17:00
493,22,1,search_topic,102,2026-01-30 07:44:00
494,22,2,complete_lesson,403,2026-01-31 14:33:00
495,22,3,search_topic,307,2026-02-02 07:04:00
496,22,4,view_resource,380,2026-02-03 20:15:00
497,22,5,complete_lesson,419,2026-02-05 02:36:00
498,22,6,search_topic,282,2026-02-05 08:12:00
499,22,7,complete_lesson,249,2026-02-05 19:43:00
500,22,8,complete_lesson,343,2026-02-07 04:01:00
501,22,9,view_resource,451,2026-02-08 00:26:00
502,22,9,complete_lesson,242,2026-02-09 01:22:00
503,22,10,search_topic,501,2026-02-09 16:37:00
504,23,1,search_topic,316,2026-01-23 19:01:00
505,23,1,search_topic,60,2026-01-25 03:48:00
506,23,1,complete_lesson,460,2026-01-27 01:14:00
507,23,2,view_resource,291,2026-01-28 06:50:00
508,23,3,complete_lesson,401,2026-01-28 17:07:00
509,23,3,search_topic,152,2026-01-29 16:27:00
510,23,4,view_resource,240,2026-01-31 01:15:00
511,23,5,search_topic,427,2026-02-02 01:19:00
512,23,5,view_resource,203,2026-02-02 10:48:00
513,23,6,complete_lesson,571,2026-02-03 14:16:00
514,23,7,search_topic,103,2026-02-03 20:25:00
515,23,8,search_topic,298,2026-02-05 19:46:00
516,23,9,view_resource,193,2026-02-07 05:50:00
517,23,10,view_resource,168,2026-02-08 14:43:00
518,23,11,search_topic,471,2026-02-08 22:30:00
519,24,1,complete_lesson,124,2026-01-16 16:43:00
520,24,2,search_topic,101,2026-01-17 19:42:00
521,24,3,view_resource,67,2026-01-18 09:39:00
522,24,4,complete_lesson,189,2026-01-19 07:37:00
